OBJECTID,ASSET_ID,SITE_NAME,FEATURE_ID,LOCATION,TYPE,SITE_CODE,UPRN,CENTROID_X,CENTROID_Y,FEATURE_AREA,FEATURE_LENGTH,WEB_SITE,MAJOR_SITE,SHAPESTArea,SHAPESTLength
286,PK00145084,St Stephens Churchyard,Local Park,Grade 1 Listed Building,Parks and Green Space Site,STSTCH,000000303226,358696.8482,172965.591,569.413805,113.292938,out,569.41380*,569.413805,113.292938
287,PK00145081,St Phillips & St Jacobs Burial Ground,Local Park,Listed Building,Parks and Green Space Site,STPHSTJABU,000000303471,359470.6316,173011.7843,4467.953229,468.2109606,out,4467.9532*,4467.953229,468.2109606
288,PK00145080,St Pauls Park,Local Park," Attraction, Play Area,",Parks and Green Space Site,STPAPA,000000300342,359543.0989,173771.942,4425.675085,294.6003433,in,4425.6750*,4425.675085,294.6003433
289,PK00145079,St Pauls Churchyard (South),Local Park,Listed Building,Parks and Green Space Site,STPACHSO,000000303414,358491.6992,171970.0758,1774.091682,378.2591118,out,1774.0916*,1774.091682,378.2591117
290,PK00145076,Stockwood Open Space,Open Space,,Parks and Green Space Site,STOCOS,000000303819,362541.8456,169091.9174,572975.3254,6195.475466,in,572975.32*,572975.3254,6195.475466
291,PK00145061,Stapleton Churchyard,Local Park,Listed Building,Parks and Green Space Site,STAPCH,000000303895,361564.6208,175981.6101,868.668218,337.0299112,Out,868.66821*,868.668218,337.0299112
292,PK00144863,St Werburghs Park Open Space,Local Park," Play Area,",Parks and Green Space Site,GLENRO,000000303242,360289.7631,174914.3986,3123.263339,322.5528719,in,3123.2633*,3123.263339,322.5528719
293,PK00279121,Stoke Lodge Playing Field CPG,Childrens Play Only," Play Area,",Parks and Green Space Site,STOKLOPFCP,,355810.1834,176480.2961,2096.597139,158.3942473,out,1583.3252*,2096.597139,182.0238771
294,PK00145090,Terrell Gardens,Road Verges,,Parks and Green Space Site,TERRGA,000000303269,361580.2059,173356.0362,489.0935445,183.4870489,out,489.09354*,489.0935445,183.4870489
295,PK00145088,Sylvan Way Open Space,Open Space,,Parks and Green Space Site,SYLVWAOS,000000303336,354741.4551,176571.9368,35414.73433,807.4515902,in,35414.734*,35414.73433,807.4515902
296,PK00145086,Sturminster & Craydon Road A/A,Road Verges,,Parks and Green Space Site,STURCRROAN,000000303810,361519.2815,168631.1618,23464.73734,1219.239442,in,23464.737*,23464.73734,1219.239442
297,PK00145087,Sturdon Road (Withers Green Courts),Pocket Park," Play Area,",Parks and Green Space Site,STURROWIGR,000000303495,357525.2047,171214.9415,1143.710162,152.5196116,in,1143.7101*,1143.710162,152.5196116
298,PK00145082,Strangers Burial Ground,Open Space,Listed Building,Parks and Green Space Site,STRABUGR,000000303216,357643.3502,173051.1694,2170.582176,216.7515087,in,2170.5821*,2170.582176,216.7515087
299,PK00145077,Stoneberry Road,Amenity Land,,Parks and Green Space Site,STONRO,000000303528,360609.6075,167349.6274,3518.637561,297.4261437,in,3518.6375*,3518.637561,297.4261437
300,PK00145096,The Ridings Open Space,Open Space,,Parks and Green Space Site,THERIOS,000000303406,356079.5344,167704.8711,10913.62848,576.2162895,in,10913.628*,10913.62848,576.2162895
301,PK00145095,The Ridge Amenity Area,Amenity Area,,Parks and Green Space Site,THRIDG, ,353133.3816,177112.8888,868.730631,123.9685569,in,868.73063*,868.730631,123.9685569
302,PK00145093,The Dings Park,Local Park," Play Area, Sports Facilities,",Parks and Green Space Site,THEDIPA,000000299780,360146.8523,172715.9823,5431.278696,502.6384711,in,5431.2786*,5431.278696,502.6384711
303,PK00145115,Victoria Rooms (Fountain Surround),Amenity Area," Attraction,",Parks and Green Space Site,VICTRO,000000303903,357763.8021,173407.9533,714.3718025,112.3419984,in,714.37180*,714.3718025,112.3419984
304,PK00145113,Victoria Park,District Park," Attraction, Cafe/Mobile Catering, Play Area, Sports Facilities,",Parks and Green Space Site,VICTPA,000000303500,359297.6065,171468.555,213749.0901,2509.099176,in,213749.09*,213749.0901,2509.099176
305,PK00145112,Valley Walk,Open Space,,Parks and Green Space Site,VALLWA,000000303803,358716.5115,167881.7561,71280.50868,3132.298824,in,71280.508*,71280.50868,3132.298824
306,PK00145111,Trym Valley Open Space,Open Space,,Parks and Green Space Site,TRYMVAOS,000000303346,358497.1443,178112.8991,25863.33576,1213.385172,in,25863.335*,25863.33576,1213.385172
307,PK00145109,Troopers Hill Nature Reserve,Open Space," Attraction,",Parks and Green Space Site,TROOHICRHO,303277,362931.6841,173067.9296,77289.02737,1258.826354,in,77289.027*,77289.02737,1258.826354
308,PK00145123,Whitchurch Railway Path,Open Space,,Parks and Green Space Site,WHITRAPA,000000303811,361447.24,168638.0584,43976.24415,3578.062907,in,43976.244*,43976.24415,3578.062907
309,PK00145120,Whitchurch Lane,Amenity Area,,Parks and Green Space Site,WHITLA,000000303650,360459.3165,167705.9899,4559.885598,485.7092097,out,4559.8855*,4559.885598,485.7092097
310,PK00145119,West Town Road Open Space,Open Space,,Parks and Green Space Site,WESTTOROOS,000000303908,352301.8166,176703.8016,59421.49798,2704.496786,out,59421.497*,59421.49798,2704.496786
311,PK00145117,Warwick Road Amenity Area,Amenity Area," Play Area,",Parks and Green Space Site,WARWROAA,0,360465.9282,174441.2139,1556.073193,219.2988835,in,1556.0731*,1556.073193,219.2988835
312,PK00145114,Victory Park,District Park," Attraction, Play Area, Sports Facilities,",Parks and Green Space Site,VICTPK,000000303296,362409.4605,170889.8862,53231.26787,1480.138192,in,53231.267*,53231.26787,1480.138192
313,PK00145116,Victoria Square Park,Local Park," Attraction,",Parks and Green Space Site,VICTSQ,000000303211,357273.6303,173122.484,8561.194853,364.0060708,in,8561.1948*,8561.194854,364.0060708
314,PK00145129,Willmott Park,Local Park," Play Area, Sports Facilities,",Parks and Green Space Site,WILLPA,000000303486,358165.1544,167996.7471,62556.15644,2557.451642,in,62556.156*,62556.15644,2557.451642
315,PK00145127,Wickham Glen Open Space,Open Space,Listed Building,Parks and Green Space Site,WICKGL,000000303798,361873.1976,176195.2461,18731.44954,1144.593595,in,18731.449*,18731.44954,1144.593595
316,PK00145126,Whittock Square,Amenity Area,,Parks and Green Space Site,WHITSQ,000000303543,361823.6502,169050.2581,1310.968431,131.7269448,out,1310.9684*,1310.968432,131.7269447
317,PK00145124,Whittock Road Open Space,Open Space," Play Area,",Parks and Green Space Site,WHITRDOS, ,361851.0036,168700.3016,18919.39989,593.3994949,in,18919.399*,18919.39989,593.3994949
318,PK00145134,Withywood Park,Local Park," Play Area, Sports Facilities,",Parks and Green Space Site,WITHPA,000000299144,356661.7335,167898.5877,43113.2566,1981.557931,in,43113.256*,43113.2566,1981.557931
319,PK00145133,Witch Hazel Road,Open Space,,Parks and Green Space Site,WITCRO,000000303489,359314.8604,167438.1701,2003.735121,206.8779542,in,2003.7351*,2003.735122,206.8779542
320,PK00145131,Windmill Hill Play Area,Amenity Area," Play Area,",Parks and Green Space Site,WINDHIPLAR,000000303664,358852.0406,171227.526,1661.172194,168.8063847,in,1661.1721*,1661.172194,168.8063847
321,PK00145130,Windmill Hill Amenity Area,Amenity Area,,Parks and Green Space Site,WINDHIHE,000000303792,355616.5611,179162.1985,6889.061894,915.5651031,pe*,6889.0618*,6889.061894,915.5651031
322,PK00145135,Wyatts View Open Space,Open Space,,Parks and Green Space Site,WYATVIOS,000000303850,362370.3698,172912.9655,5055.550033,581.6210056,in,5055.5500*,5055.550034,581.6210056
323,PK00197990,Tormarton Crescent OS,Open Space,,Parks and Green Space Site,TORMCR, ,356812.777,179611.8882,4941.625259,348.7456353,in,4941.6252*,4941.625259,348.7456353
324,PK00145102,Thunderbolt Square,Amenity Area,Listed Building,Parks and Green Space Site,THUNBOSQ, ,358688.8621,172660.7379,1346.142532,172.5561226,Out,1346.1425*,1346.142532,172.5561226
325,PK00145101,Thomas Memorial,Amenity Area," Attraction,",Parks and Green Space Site,THOMME,000000303476,357348.6274,174815.6252,584.7280115,103.6421953,out,584.72801*,584.7280115,103.6421953
326,PK00145100,Thicket Avenue & Quadrant West,Amenity Area,,Parks and Green Space Site,THICAVQUWE,000000303316,364073.9774,175159.8447,2684.486853,203.6998355,out,2684.4868*,2684.486853,203.6998354
327,PK00144948,Troopers Hill Field,Open Space," Play Area,",Parks and Green Space Site,MALVROOS,000000303267,362816.6943,173330.0637,17194.54236,593.0223379,in,17194.542*,17194.54236,593.0223379
328,PK00145108,Trendlewood Park Estate,Open Space,,Parks and Green Space Site,TRENPAES,000000303677,362026.3953,176174.7176,7831.459108,542.9086934,in,7831.4591*,7831.459108,542.9086934
329,PK00145107,Tree Tops Developments (Knole Lane),Open Space,,Parks and Green Space Site,TREETODEKN,000000303466,357903.004,179077.437,23282.49688,2253.567879,in,23282.496*,23282.49688,2253.567879
330,PK00145106,Tranmere Avenue Open Space,Open Space,,Parks and Green Space Site,TRANAVOS,000000303393,357123.7588,179674.1301,6929.051215,419.5045632,out,6929.0512*,6929.051216,419.5045632
331,PK00144709,Arnos Vale Cemetery,Cemeteries & Cremat*,"Heritage at Risk,",Parks and Green Space Site,ARNOVACE,000000272175,360699.1993,171428.3498,169187.3857,1679.866002,Out,169187.38*,169187.3857,1679.866002
332,PK00144891,Old Quarry Park,Local Park," Play Area,",Parks and Green Space Site,HENLROCPQU,000000303344,357879.7605,177107.7051,8290.607061,427.5393102,in,8290.6070*,8290.607061,427.5393102
333,PK00145105,Trafalgar Terrace,Childrens Play Only," Play Area,",Parks and Green Space Site,TRAFTE, ,357531.2819,170514.313,143.933705,72.28975176,out,143.93370*,143.933705,72.28975176
334,PK00145099,The Urban Park,Local Park," Play Area,",Parks and Green Space Site,THEURPA, ,360987.2207,173091.3054,6118.630964,541.2990059,in,6118.6309*,6118.630964,541.2990059
335,PK00145097,The Square,Amenity Area,,Parks and Green Space Site,THESQ,000000303404,360421.9951,170366.0664,6395.202208,311.9160121,in,6395.2022*,6395.202208,311.9160121
336,PK00144696,Airport Road O/S,Open Space,,Parks and Green Space Site,AIRPROOS,000000303401,360090.9962,169612.2009,5001.707285,2566.455126,Out,56917.638*,5001.707285,437.7065941
337,PK00145050,Snuff Mills Park,Open Space,Listed Building,Parks and Green Space Site,SNUFMIPA,000000303328,362602.0113,176528.9282,53003.42613,2662.011429,in,53141.212*,53003.42613,2627.56872
338,PK00144707,Arnall Drive Open Space,Playing Field," Sports Facilities,",Parks and Green Space Site,ARNADROS,000000303368,356664.7494,178588.141,58638.82785,1377.075079,in,58638.827*,58638.82785,1377.075079
339,PK00144708,Arnos Court Park,District Park," Play Area,",Parks and Green Space Site,ARNOCOPA,000000303246,361023.1928,171317.0071,69928.03278,1548.101786,In,69928.032*,69928.03278,1548.101786
340,PK00144710,Ashley Street Park,Local Park," Play Area,",Parks and Green Space Site,ASHLSTPA,000000300472,360058.6345,174448.1582,1721.238568,184.3391995,In,1721.2385*,1721.238568,184.3391995
341,PK00144724,Bath Road 3 Lamps PGSS,Amenity Area,,Parks and Green Space Site,BATHRO3, ,360049.4612,171798.1563,21242.16782,1058.35256,out,21242.167*,21242.16782,1058.35256
342,PK00144717,Badocks Wood,Open Space," Attraction,",Parks and Green Space Site,BADOWOBOGD,000000303352,357965.6759,177787.3776,135534.4144,2475.993017,in,135534.41*,135534.4144,2475.993017
343,PK00144733,Beverston Gardens Amenity Area,Amenity Area,,Parks and Green Space Site,BEVEGA,000000303371,354878.5432,178523.3757,3237.015506,272.6885303,in,3237.0155*,3237.015507,272.6885303
344,PK00144726,Bedminster Common Open Space,Open Space," Sports Facilities,",Parks and Green Space Site,BEDMCOTI,000000303480,356985.4924,169989.4095,204884.5808,4611.502761,in,204884.58*,204884.5808,4611.502761
345,PK00144751,BRI Hospital Bank,Amenity Area,,Parks and Green Space Site,BRIHOBA,000000303222,358818.3155,173620.0251,900.2108595,249.8333396,Out,900.21085*,900.2108595,249.8333396
346,PK00144737,Blaise Hamlet,Local Park,"Grade 1 Listed Building, Attraction,",Parks and Green Space Site,BLAIHA,000000297802,355991.6605,178888.3003,3073.612042,312.8928493,out,3073.6120*,3073.612043,312.8928493
347,PK00144753,Bristol / Bath Railway Path (Central),Open Space," Play Area,",Parks and Green Space Site,BRISBACYC,000000303488,361243.4336,173959.002,30941.78891,4404.991171,in,30941.788*,30941.78891,4404.991171
348,PK00144768,Bushy Park & Oxford Street Green Space,Open Space,,Parks and Green Space Site,BUSHPAOXST,000000303839,359763.5319,171485.1648,6061.544493,748.5182035,out,6061.5444*,6061.544494,748.5182035
349,PK00144761,Broomhill Road Amenity Area,Amenity Area,,Parks and Green Space Site,BROOMRO,000000303671,363144.1898,170776.2675,2117.731015,200.1275528,Out,2117.7310*,2117.731015,200.1275528
350,PK00144762,Broomhill Road (Emery Road) R/O Bank,Open Space,,Parks and Green Space Site,BROOROEMRO,000000303886,362731.1625,170276.2522,1059.577999,181.181595,out,1059.5779*,1059.577999,181.181595
351,PK00144752,Bristol 600 Club (Novers Lane),Amenity Area,,Parks and Green Space Site,BRIS60CLNO,303536,358417.7585,169034.1722,1322.824344,292.2798641,Out,1322.8243*,1322.824344,292.2798641
352,PK00144754,Bristol / Bath Railway Path (East),Open Space,,Parks and Green Space Site,BRISBACYPA,303794,363366.5361,175440.4187,56539.44255,6450.517668,in,56539.442*,56539.44255,6450.517668
353,PK00144769,Bushy Park YMCA,Amenity Area,,Parks and Green Space Site,BUSHPAYM,000000303846,359906.0376,171554.4292,1178.226876,156.5410156,Pa*,1178.2268*,1178.226876,156.5410156
354,PK00144773,Canford Lane Amenity Area,Amenity Area,,Parks and Green Space Site,CANFLAAA,000000303389,356719.9391,177493.5287,2194.183107,411.5992337,out,2194.1831*,2194.183107,411.5992337
355,PK00144777,Castle Park,City Centre Park,"SAM Attraction, Cafe/Mobile Catering,",Parks and Green Space Site,CASTPA,000000298848,359212.3336,173115.4427,53969.40874,1476.577118,in,53996.581*,53969.40874,1476.464184
356,PK00144778,Chalks Road Bank,Amenity Area,,Parks and Green Space Site,CHALROBA,000000303273,361748.704,173641.9518,1455.477228,290.5458226,out,1455.4772*,1455.477229,290.5458226
357,PK00144792,Clifton Wood Terrace Open Space,Open Space,,Parks and Green Space Site,CLIFWOTEOS, ,357429.3927,172509.0649,1688.879053,328.4499757,pe*,2108.7121*,1688.879053,229.229154
358,PK00144799,Cotham Gardens Green Space,Local Park," Attraction, Play Area,",Parks and Green Space Site,COTHGA,000000303203,358513.9151,174460.0537,12665.89329,517.3325505,in,12665.893*,12665.89329,517.3325505
359,PK00144796,Colston Avenue Amenity Area,Amenity Area," Attraction,",Parks and Green Space Site,COLSAV,000000303225,358650.0132,173049.939,4480.946075,219.9039028,out,2501.6275*,4480.946075,324.9899346
360,PK00144804,Craydon Road Open Space,Open Space,,Parks and Green Space Site,CRAYROOS, ,361886.8931,168222.2198,77337.79765,1928.05642,in,77337.797*,77337.79765,1928.05642
361,PK00144805,Craydon Road Triangle,Amenity Area,,Parks and Green Space Site,CRAYROTR,000000303544,361586.9205,168104.7635,2417.175019,261.3105648,out,2756.5327*,2417.175019,247.9338721
362,PK00144798,Coombe Brook Valley,Open Space,,Parks and Green Space Site,COOMBRVA,303285,363132.6466,174801.2343,34729.43732,1404.391849,In,37967.803*,34729.43732,1295.876532
363,PK00144807,Crox Bottom Green Space,Open Space,Listed Building,Parks and Green Space Site,CROXBO,000000300339,358152.196,168937.6289,84281.75001,2216.981402,in,84281.750*,84281.75001,2216.981402
364,PK00144806,Crosscombe Drive Open Space,Open Space,,Parks and Green Space Site,CROSDROS,000000303487,357731.5008,167220.6789,250078.9694,4553.135927,in,257015.13*,250078.9694,4554.268199
365,PK00144817,Dorian Road Playing Field,Playing Field," Sports Facilities,",Parks and Green Space Site,DORIROPF,000000303848,359588.2865,177487.428,27653.67517,737.8967545,in,31346.439*,27653.67517,857.9089904
366,PK00144830,Elderberry Walk Open Space,Open Space,,Parks and Green Space Site,ELDEWAOS,000000303720,358272.8165,179089.7487,43978.70113,1096.500165,in,43978.701*,43978.70113,1096.500165
367,PK00144827,East Park Housing,Open Space," Attraction, Play Area,",Parks and Green Space Site,EASTPAHO,000000303287,361297.2808,174693.2366,15355.85024,1397.870026,In,15355.850*,15355.85024,1397.870026
368,PK00144823,Dundridge Farm Playing Fields,Playing Field," Play Area, Sports Facilities,",Parks and Green Space Site,DUNDFAPLFI, ,363196.4946,172392.8712,135991.7155,1827.840242,In,135991.71*,135991.7155,1827.840242
369,PK00144837,Felix Road Amenity Area,Amenity Area,,Parks and Green Space Site,FELIRO,000000303262,360679.1419,173922.3193,1138.634098,187.0129527,In,1138.6340*,1138.634098,187.0129527
370,PK00144847,Francis Road Open Space,Pocket Park,,Parks and Green Space Site,FRANROOS,000000303835,358493.9358,170941.6888,2096.537579,222.1740578,out,2096.5375*,2096.53758,222.1740578
371,PK00144846,Fox Road Open Space,Open Space,,Parks and Green Space Site,FOXRO,000000303265,360650.9908,174537.9176,8689.760969,740.1930751,In,8689.7609*,8689.760969,740.1930751
372,PK00144866,Gordon Road Woodland Verge,Road Verges,,Parks and Green Space Site,GORDRO,000000303288,361912.5815,174507.6503,2530.728188,739.3824683,Out,2530.7281*,2530.728189,739.3824683
373,PK00144857,George Jones Park,Local Park," Sports Facilities,",Parks and Green Space Site,GEORJOPA,000000303250,359887.1137,173380.4435,6687.791229,437.8673833,In,6687.7912*,6687.791229,437.8673832
374,PK00144875,Ham Lane Open Space,Open Space,,Parks and Green Space Site,HAMLA,000000303270,362296.2169,176598.1616,7445.30303,474.157352,In,7445.3030*,7445.30303,474.157352
375,PK00144884,Henacre Open Space,Open Space," Play Area,",Parks and Green Space Site,HENAOS,000000303370,353570.7036,177883.1538,58051.47966,1816.884099,out,99390.745*,58051.47966,1679.873652
376,PK00144894,Highridge Green & Common Surrounds,Road Verges,,Parks and Green Space Site,HIGHGRCOSU,000000303847,356435.1676,168665.0591,9403.911929,1657.548303,out,9216.2031*,9403.911929,1836.996769
377,PK00205728,Highridge Common,Open Space,,Parks and Green Space Site,HIGHCO,1,356379.2637,168378.0097,63330.26279,1451.505793,1,1,63330.26279,1533.865467
378,PK00144898,Hillfields Park,Local Park," Play Area, Sports Facilities,",Parks and Green Space Site,HILLREGR,000000303298,363929.4341,175196.9143,31454.92085,1171.173623,In,31454.920*,31454.92085,1171.173623
379,PK00144920,Kingsweston Estate,Destination Park,"Grade 1 Listed Building, Attraction,",Parks and Green Space Site,KINGWEES,000000303419,353800.4823,177312.8892,311899.7108,4479.77224,in,311899.71*,311899.7108,4479.77224
380,PK00144922,Kings Weston Lane O/S (South of M5),Open Space,,Parks and Green Space Site,KINGWELAM5,000000303369,353642.7813,178429.6247,45259.52576,946.9411764,in,45259.525*,45259.52576,946.9411764
381,PK00144901,Home Ground (Shirehampton),Amenity Area," Play Area,",Parks and Green Space Site,HOMEGRSH,000000303208,352983.521,177167.0746,1964.523075,212.9375802,in,1964.5230*,1964.523076,212.9375802
382,PK00144921,Kingsweston House,Destination Park,Grade 1 Listed Building,Parks and Green Space Site,KINGWEHO,000000303421,354224.0268,177467.4678,14747.95884,539.6086124,out,14747.958*,14747.95884,539.6086123
383,PK00144935,Leinster Avenue Open Space,Open Space,,Parks and Green Space Site,LEINAVOS,000000303472,358856.592,169664.2457,2284.775359,259.0015991,out,2284.7753*,2284.775359,259.0015991
384,PK00144945,Lower Castle Street Amenity Area,Amenity Area,,Parks and Green Space Site,LOWECAST,000000300074,359381.6497,173246.3011,1145.905433,164.4743627,Out,1145.9054*,1145.905433,164.4743627
385,PK00144940,Long Cross Layby,Road Verges," Play Area,",Parks and Green Space Site,LONGCRLA,000000303353,354342.8432,178297.5442,8774.894027,508.4139844,in,8774.8940*,8774.894028,508.4139844
386,PK00144957,Maskelyne Avenue Amenity Area,Amenity Area," Play Area,",Parks and Green Space Site,MASKAVCP,000000303391,358845.059,177134.9283,4974.6762,479.7446896,Pa*,4974.6762*,4974.6762,479.7446896
387,PK00144968,Millennium Parade,Amenity Area," Attraction, Cafe/Mobile Catering,",Parks and Green Space Site,MILLPR,299395,358584.3357,172847.2231,8748.06709,689.9142836,Out,8975.9486*,8748.06709,726.9282325
388,PK00144970,Millpond Street Open Space,Open Space,,Parks and Green Space Site,MILLST, ,360274.69,174344.3016,1115.925459,305.9619122,out,1085.4274*,1115.925459,313.2617464
389,PK00144996,Okebourne Road Open Space,Open Space," Play Area,",Parks and Green Space Site,OKEBROOS, ,358177.5331,179435.1739,52623.32237,1242.952761,in,52623.322*,52623.32238,1242.952761
390,PK00144993,Nursery End Estate,Amenity Area,,Parks and Green Space Site,NURSENES,000000303676,363219.764,170758.5056,1726.192748,209.9564816,out,1726.1927*,1726.192748,209.9564816
391,PK00144978,Moor Grove Open Space,Open Space,,Parks and Green Space Site,MOORROWO,000000303394,354068.4856,177824.5658,6525.61312,421.41353,in,6765.0758*,6525.61312,423.4154467
392,PK00145037,Paignton Park,Open Space,,Parks and Green Space Site,SALCROREGR,000000303549,360095.7373,170379.2825,7044.509886,345.7410237,in,7044.5098*,7044.509886,345.7410237
393,PK00145004,Pen Park Road Open Space,Open Space,,Parks and Green Space Site,PENPAROOS,000000303648,358531.6082,179191.5058,7905.130142,364.7624483,in,7905.1301*,7905.130143,364.7624483
394,PK00145003,Pen Park Playing Fields,Playing Field," Play Area, Sports Facilities,",Parks and Green Space Site,PENPAPLFI,000000303661,359042.2998,178832.2542,58206.44408,1269.475133,pe*,58206.444*,58206.44408,1269.475133
395,PK00144716,River Avon Trail West,Open Space,Grade 1 Listed Building,Parks and Green Space Site,AVONWAWE,000000303853,355092.3622,175146.3397,38621.08142,11818.31968,Pe*,38621.081*,38621.08142,11818.31968
396,PK00145029,Ridgeway Playing Fields,Playing Field," Play Area, Sports Facilities,",Parks and Green Space Site,RIDGPLFI,303278,362746.6991,174891.0161,138219.7915,2685.718844,in,138219.79*,138219.7915,2685.718844
397,PK00145027,Richmond Terrace O/S,Local Park," Play Area,",Parks and Green Space Site,RICHTEOPSP,000000303644,351475.7692,178407.3442,1278.79611,148.7499143,in,1278.7961*,1278.796111,148.7499143
398,PK00145030,Riverside Park,Local Park,,Parks and Green Space Site,RIVEPA,000000303251,359977.8555,173966.3455,25060.91738,1050.999494,in,25060.917*,25060.91738,1050.999494
399,PK00145085,Sturminster Close,Amenity Area,,Parks and Green Space Site,STURCL,000000303805,361632.8439,168831.6517,38544.29017,1341.760244,in,38544.290*,38544.29017,1341.760244
400,PK00220042,Stoke Park Estate,Destination Park,"Heritage at Risk, Attraction,",Parks and Green Space Site,STOKPAES, ,361576.3185,176906.0721,1075036.189,8981.796927,in,1075036.1*,1075036.189,8981.796927
401,PK00145068,St Johns Churchyard (Central),Local Park,Listed Building,Parks and Green Space Site,STJOCHCE,000000303196,358851.1714,173178.5705,516.1444665,92.41250287,in,516.14446*,516.1444665,92.41250287
402,PK00145062,St George Park,District Park," Attraction, Cafe/Mobile Catering, Play Area, Sports Facilities,",Parks and Green Space Site,STGEPA,300625,362062.0768,173744.9007,148868.6982,1867.240374,in,148868.69*,148868.6982,1867.240374
403,PK00145053,Sparke Evans Park,Open Space,,Parks and Green Space Site,SPAREVPA,000000301669,360947.2304,171977.0759,23518.76394,745.3958612,in,23518.763*,23518.76394,745.3958612
404,PK00145038,Saltmarsh Drive Open Space,Open Space,,Parks and Green Space Site,SALTDROS,000000303405,353967.1641,178498.776,209507.2943,4341.996059,in,209507.29*,209507.2943,4341.996059
405,PK00145031,Rodney Road Playing Fields,Playing Field,,Parks and Green Space Site,RODNROPF,000000299498,363565.1959,173885.5274,10527.80263,412.6102592,in,10527.802*,10527.80263,412.6102592
406,PK00145132,Winterstoke Road Amenity Area,Amenity Area,,Parks and Green Space Site,WINTRO,000000303494,356972.442,171073.3074,1172.8754,159.0881555,out,1172.8753*,1172.8754,159.0881555
407,PK00144990,Nightingale Valley,Open Space,,Parks and Green Space Site,NIGHVA,000000299042,362124.5551,171784.76,130415.5123,2923.886515,in,129298.32*,130415.5123,3063.715553
408,PK00145118,Wellington Hill Playing Field,Open Space," Sports Facilities,",Parks and Green Space Site,WELLHIPF, ,359128.4758,176582.0023,14394.72738,577.3600816,in,14394.727*,14394.72738,577.3600816
409,PK00145089,Temple Gardens Park,Local Park," Attraction,",Parks and Green Space Site,TEMPGAPA,000000303201,359368.1072,172690.6848,5002.294175,306.5966123,in,5002.2941*,5002.294175,306.5966123
410,PK00145110,Trymside Open Space,Open Space,"Heritage at Risk,",Parks and Green Space Site,TRYMOS,000000303335,355204.122,176219.078,105228.941,2741.190527,in,109824.74*,105228.941,2676.111676
411,PK00144971,Narroways Millennium Green,Open Space,,Parks and Green Space Site,MINAROMIGR,000000303341,360072.6991,175049.7056,27738.76884,1441.668779,in,29980.040*,27738.76884,1417.616389
412,PK00145075,Wedmore Vale Open Space,Open Space,,Parks and Green Space Site,WEDMVAOS, ,359556.9427,170536.2376,65180.77784,1955.963108,in,65682.750*,65180.77784,1877.732048
413,PK00145006,Pigeon House Stream Open Space,Open Space,,Parks and Green Space Site,PIGEHOSTOS,000000303833,358739.6686,167165.1753,30609.26393,2328.405211,in,45402.505*,30609.26393,1679.278511
414,PK00144760,Brook A/A (Crosscombe Drive),Open Space,,Parks and Green Space Site,BROOAACRDR,000000303706,358236.596,167088.4848,41172.77778,1806.210055,in,39640.199*,41172.77778,1905.979543
415,PK00144984,Napier Miles O/S & Fernhill Fields,Destination Park," Attraction,",Parks and Green Space Site,NAPIMIOSFE,000000303398,354538.5887,177899.6814,109431.6758,2462.097487,in,139022.13*,109431.6758,2495.218881
416,PK00144824,Clifton and Durdham Downs,Destination Park,"Grade 1 Listed Building, SAM Attraction, Cafe/Mobile Catering, Play Area, Sports Facilities,",Parks and Green Space Site,DURDDO,000000303261,356731.4545,174649.7717,1586270.844,27593.37603,pe*,1591188.4*,1586270.844,27457.44412
